country,designation,points,price,province,region_1,region_2,variety,winery
Canada,,90.0,38.0,British Columbia,Okanagan Valley,,Syrah,Burrowing Owl
Bulgaria,Nimbus Premium,90.0,28.0,Thracian Valley,,,Syrah,Castra Rubra
France,Les Brunettes et Planchots,90.0,80.0,Burgundy,Aloxe-Corton,,Pinot Noir,Château de Santenay
France,,90.0,19.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Château Favray
US,The Diva,90.0,45.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Chateau Lettau
Italy,,90.0,56.0,Tuscany,Brunello di Montalcino,,Sangiovese,Corte dei Venti
France,,90.0,24.0,Rhône Valley,Tavel,,Rosé,Prieuré de Montézargues
Spain,Lapola,90.0,36.0,Galicia,Ribeira Sacra,,Godello,Dominio Do Bibei
Spain,Viña AB Amontillado Seco,90.0,26.0,Andalucia,Jerez,,Palomino,González Byass
Italy,Riserva,90.0,25.0,Tuscany,Chianti Classico,,Red Blend,Il Brunone
US,,90.0,15.0,California,Dunnigan Hills,Central Valley,Tempranillo,Matchbook
Italy,Riserva,90.0,22.0,Tuscany,Chianti Classico,,Sangiovese,Luiano
Italy,,90.0,20.0,Tuscany,Chianti Classico,,Red Blend,Villa Mangiacane
Spain,Valcortes Crianza,90.0,30.0,Northern Spain,Rioja,,Tempranillo,Maset del Lleó
Italy,Riserva,90.0,30.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Salcheto
Italy,,90.0,18.0,Tuscany,Chianti Classico,,Red Blend,Vignavecchia
Italy,Il Palei,90.0,22.0,Tuscany,Chianti Classico,,Sangiovese,Villa a Sesta
Italy,Riserva,90.0,28.0,Tuscany,Chianti Classico,,Red Blend,Castello della Paneretta
US,Reserve,90.0,40.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,EOS
US,Collaboration Series,92.0,35.0,Washington,Red Mountain,Columbia Valley,Viognier,Force Majeure
US,Fort Ross Vineyard,92.0,44.0,California,Fort Ross-Seaview,Sonoma,Chardonnay,Fort Ross
US,Nielson Vineyard,92.0,32.0,California,Santa Maria Valley,Central Coast,Chardonnay,Byron
Chile,Edición Limitada B,92.0,30.0,Colchagua Valley,,,Bordeaux-style Red Blend,Caliterra
Italy,Maria di Brun,92.0,113.0,Piedmont,Barbaresco,,Nebbiolo,Ca'Romè
France,Vignoble d'E,92.0,30.0,Alsace,Alsace,,Riesling,Domaine Ostertag
Italy,Vigna del Gris,92.0,92.0,Piedmont,Barolo,,Nebbiolo,Conterno Fantino
Italy,Leon Riserva,92.0,75.0,Piedmont,Barolo,,Nebbiolo,Rivetto
US,Bedrock Vineyard,92.0,50.0,California,Sonoma Valley,Sonoma,Zinfandel,Robert Biale
US,Estate Bottled,92.0,27.0,California,Arroyo Grande Valley,Central Coast,Chardonnay,Talley
Italy,Cuvée Giulio I,92.0,49.0,Piedmont,Alta Langa,,Pinot Nero,Tosti
Italy,,92.0,19.0,Piedmont,Barbaresco,,Nebbiolo,Veglio
Portugal,Seleção do Enólogo,92.0,11.0,Dão,,,Portuguese Red,Pedra Cancela
France,Schlossberg Grand Cru,92.0,24.0,Alsace,Alsace,,Riesling,Joseph Fritsch
US,Late Harvest,92.0,15.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Kiona
US,Tierra Alta Vineyard,92.0,35.0,California,Santa Ynez Valley,Central Coast,Syrah,Comartin
US,Lone Oak Vineyard Estate,92.0,33.0,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Cooper-Garrod
US,,92.0,140.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Matteo
US,,92.0,35.0,California,Santa Barbara County,Central Coast,Syrah-Cabernet Sauvignon,Epiphany
US,Cuvée Jeanne Marie Williamson-Dore Vineyard,92.0,40.0,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Foxen
Chile,Tralca,92.0,100.0,Colchagua Valley,,,Red Blend,Viña Bisquertt
US,Underwood Mountain,92.0,21.0,Washington,Columbia Gorge (WA),Washington Other,Riesling,Savage Grace
US,Portolan,92.0,80.0,California,Paso Robles,Central Coast,Red Blend,Sextant
US,Avansino Grand Reserve,92.0,28.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Arbor Crest
US,Sun Chase Vineyard,92.0,40.0,California,Sonoma Coast,Sonoma,Chardonnay,Evening Land
Italy,Munjebel Bianco 9,92.0,40.0,Italy Other,Vino da Tavola,,White Blend,Frank Cornelissen
Italy,Sorì Tildin,92.0,500.0,Piedmont,Langhe,,Red Blend,Gaja
France,Jubiléé,92.0,55.0,Alsace,Alsace,,Gewürztraminer,Hugel
Argentina,Bramare,93.0,40.0,Mendoza Province,Valle de Uco,,Malbec,Viña Cobos
US,,93.0,40.0,California,Edna Valley,Central Coast,Syrah,Chamisal Vineyards
US,Silhouette,93.0,65.0,California,Napa Valley,Napa,Chardonnay,Merryvale
France,Crouzeilles-Côte Abeilles,93.0,65.0,Southwest France,Madiran,,Tannat-Cabernet,Producteurs Plaimont
US,Sonnie's Sawyer Lindquist Vineyard,93.0,,California,Edna Valley,Central Coast,Syrah,Qupé
US,,93.0,28.0,California,San Luis Obispo,Central Coast,Syrah,Sinor-LaVallee
US,Sullivan Vineyard Dutton Ranch,93.0,51.0,California,Russian River Valley,Sonoma,Chardonnay,The Calling
France,Cuvée 946,93.0,50.0,Provence,Côtes de Provence Sainte-Victoire,,Rosé,Château Gassier
France,Jadis,93.0,34.0,Provence,Côtes de Provence,,Rosé,Château Grand Boise
France,,93.0,50.0,Southwest France,Cahors,,Malbec,Château Lagrézette
France,Grande Cuvée No. 8,93.0,30.0,Provence,Côtes de Provence La Londe,,Rosé,Château les Valentines
France,Inspire,93.0,40.0,Provence,Côtes de Provence,,Rosé,Château Roubine
US,,93.0,30.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Daou
US,Sage Vineyard,93.0,45.0,California,Napa Valley,Napa,Sauvignon Blanc,Darioush
US,The Maneater Derby Vineyard,93.0,32.0,California,Paso Robles,Central Coast,Red Blend,Derby
US,Récolte Grand Cru,93.0,125.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Domaine Serene
US,Sycamore Vineyard,93.0,150.0,California,Rutherford,Napa,Cabernet Sauvignon,Freemark Abbey
US,Seven Pillars Jess' Block,93.0,60.0,California,Fort Ross-Seaview,Sonoma,Syrah,Hard Six Cellars
US,Domaine,93.0,70.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,King Estate
Spain,Almancenista José Luis González Obregón Amontillado del Puerto,93.0,30.0,Andalucia,Jerez,,Sherry,Lustau
US,Balcombe Vineyard Block 1B,93.0,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Patricia Green Cellars
US,Schwarze Vineyard Brut,93.0,80.0,California,Carneros,Napa-Sonoma,Sparkling Blend,Schramsberg
France,Château Bouscassé Menhir,93.0,25.0,Southwest France,Côtes de Gascogne,,Tannat-Merlot,Vignobles Brumont
US,Flocchini Vineyard Petaluma Gap,93.0,32.0,California,Sonoma Coast,Sonoma,Syrah,Waxwing
Spain,,93.0,61.0,Northern Spain,Rioja,,Tempranillo,San Vicente
US,Deja Vu,93.0,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Babcock
US,Top Cream Babcock Vineyard,93.0,45.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Babcock
US,Temperance Hill Vineyard,93.0,60.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Bergström
US,King Ridge Vineyard,93.0,80.0,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Blue Farm
US,Jasper,93.0,85.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Challen
Italy,I Sodi di San Niccolò,89.0,90.0,Tuscany,Toscana,,Red Blend,Castellare di Castellina
Portugal,Alma Grande Reserva,89.0,18.0,Douro,,,Portuguese Red,Caves Velhas
Portugal,D. Fuas Reserva,89.0,7.0,Terras do Dão,,,Portuguese Red,Caves Velhas
Portugal,Magna Carta Reserva,89.0,17.0,Alentejano,,,Portuguese Red,Caves Velhas
France,Le Monde on Parle,89.0,18.0,Southwest France,Gaillac,,Duras,Domaine des Terrisses
US,Faith,89.0,39.0,California,California,California Other,Red Blend,Aver Family Vineyards
Chile,Justo,89.0,17.0,Leyda Valley,,,Sauvignon Blanc,Claro
France,CSV,89.0,20.0,Southwest France,Côtes du Lot,,White Blend,Clos Troteligotte
Chile,Marques de Casa Concha,89.0,22.0,Leyda Valley,,,Sauvignon Blanc,Concha y Toro
US,,89.0,25.0,California,Carneros,Napa-Sonoma,Chardonnay,Conn Creek
Spain,Hisenda Miret Microcuvée Garnatxa,89.0,50.0,Catalonia,Penedès,,Garnacha,Parés Baltà
US,Estate Infrared,89.0,31.0,California,Livermore Valley,Central Coast,Rhône-style Red Blend,Fenestra
Germany,Schwarzer Adler,89.0,25.0,Baden,,,Pinot Gris,Franz Keller
Chile,,89.0,26.0,Limarí Valley,,,Red Blend,Maray
Italy,Inferno,89.0,27.0,Lombardy,Valtellina Superiore,,Red Blend,Nino Negri
US,Brut Cuvée,89.0,25.0,California,Arroyo Grande Valley,Central Coast,Sparkling Blend,Laetitia
Italy,D'Aria,89.0,22.0,Tuscany,Toscana,,Red Blend,Leopoldo I di Toscana
US,Logsdon Ridge Vineyard Rudolfo,89.0,18.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Lumos
Chile,,89.0,20.0,Colchagua Valley,,,Cabernet Sauvignon,Maquis
Italy,Potenti,89.0,65.0,Tuscany,Toscana,,Cabernet Sauvignon,Petra
Portugal,Carvalhas,89.0,60.0,Douro,,,Tinta Francisca,Quinta das Carvalhas
Italy,Ser Gioveto,89.0,52.0,Tuscany,Toscana,,Red Blend,Rocca delle Macìe
US,Pinot Noir,89.0,25.0,Oregon,Dundee Hills,Willamette Valley,Rosé,Stoller
US,Oakville Estate,89.0,65.0,California,Oakville,Napa,Cabernet Sauvignon,Tamber Bey
Italy,,89.0,240.0,Tuscany,Toscana,,Red Blend,Tenuta di Trinoro
Italy,Crognolo,89.0,35.0,Tuscany,Toscana,,Red Blend,Tenuta Sette Ponti
US,Z'ivo Vineyard Reserve,89.0,40.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Walnut City WineWorks
Portugal,Andreza,89.0,18.0,Douro,,,Portuguese Red,Wines & Winemakers
US,,89.0,26.0,California,Santa Barbara County,Central Coast,Pinot Noir,YNOT
Greece,Ambelos Phos Roditis-Moschofilero,89.0,13.0,Peloponnese,,,White Blend,Zacharias
Italy,San Bernardo Riserva,90.0,,Piedmont,Roero,,Nebbiolo,Negro Angelo e Figli
US,,90.0,28.0,Oregon,Oregon,Oregon Other,Tempranillo,Obsidian
Portugal,Vale de Cavalos,90.0,18.0,Douro,,,Portuguese Red,Poças
US,Coro Mendocino,90.0,40.0,California,Mendocino,Mendocino/Lake Counties,Red Blend,Ray's Station Vineyards
Spain,Reserva,90.0,35.0,Northern Spain,Rioja,,Tempranillo Blend,Rioja Vega
Italy,Zio Nando,90.0,38.0,Piedmont,Barbera d'Alba,,Barbera,Rivetto
Israel,Special Reserve,90.0,20.0,Galilee,,,Cabernet Sauvignon,Segal's
US,MK Vineyard,90.0,72.0,California,Sonoma Coast,Sonoma,Pinot Noir,Small Vines
Germany,Bockstein Ockfen Auslese Erste Lage,90.0,60.0,Mosel,,,Riesling,St. Urbans-Hof
US,Whole Cluster,90.0,44.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Stemmler
Israel,Mt. Tabor,90.0,15.0,Galilee,,,Cabernet Sauvignon,Tabor
Italy,Castelletto,90.0,70.0,Piedmont,Barolo,,Nebbiolo,Tenuta Duecorti
Portugal,Terra d'Alter Reserva Branco,90.0,30.0,Alentejano,,,Portuguese White,Terras de Alter
US,Estate,90.0,36.0,California,Russian River Valley,Sonoma,Chardonnay,Thomas George
Israel,Espero,90.0,40.0,Galilee,,,Red Blend,Tulip Winery
US,,90.0,70.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Wedell Cellars
US,Meredith Mitchell Vineyard,90.0,48.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Winderlea
Israel,,90.0,55.0,Judean Hills,,,Cabernet Sauvignon,Yatir
Italy,Leon,90.0,42.0,Piedmont,Barolo,,Nebbiolo,Cascina Luisin
US,,90.0,125.0,California,Rutherford,Napa,Cabernet Sauvignon,Azari
Italy,Cannubi,90.0,110.0,Piedmont,Barolo,,Nebbiolo,Borgogno Giacomo e Figli
Italy,Rapet,90.0,103.0,Piedmont,Barbaresco,,Nebbiolo,Ca'Romè
Italy,Bernardot,90.0,100.0,Piedmont,Barbaresco,,Nebbiolo,Ceretto
Italy,Margheria,90.0,40.0,Piedmont,Barolo,,Nebbiolo,Luigi Pira
Italy,Ascheri,90.0,68.0,Piedmont,Barolo,,Nebbiolo,Reverdito
Spain,Reserva,90.0,24.0,Northern Spain,Ribera del Duero,,Tempranillo,Valdubón
Italy,Castiglione,90.0,52.0,Piedmont,Barolo,,Nebbiolo,Vietti
Australia,Coal River Valley Single Site,90.0,65.0,Tasmania,Tasmania,,Pinot Noir,Dalrymple
US,Juel,90.0,37.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Antiquum Farm
US,Vintage Brut,90.0,28.0,Oregon,Willamette Valley,Willamette Valley,Sparkling Blend,Argyle
Italy,,85.0,,Veneto,Soave,,Garganega,Marcello Turra
US,,85.0,13.0,California,California,California Other,Chardonnay,Auspicion
Israel,Admon Vineyard,85.0,30.0,Galilee,,,Chardonnay,Carmel
Portugal,Campelo,85.0,10.0,Vinho Verde,,,Portuguese White,Caves Campelo
Portugal,Miranda,85.0,9.0,Vinho Verde,,,Portuguese White,Caves Campelo
Portugal,Plexus Tinto,85.0,7.0,Tejo,,,Alicante Bouschet,Adega Cooperativa do Cartaxo
Portugal,Blanc de Blancs Bruto,85.0,12.0,Beira Atlantico,,,Portuguese Sparkling,Adega de Cantanhede
France,La Galope,85.0,15.0,Southwest France,Côtes de Gascogne,,Sauvignon Blanc,Domaine de l'Herré
France,,85.0,9.0,Southwest France,Côtes de Gascogne,,White Blend,Domaine du Touja
Argentina,,85.0,11.0,Mendoza Province,Mendoza,,Malbec,Proemio
Portugal,Brut Nature Reserva Arinto,85.0,28.0,Tejo,,,Portuguese Sparkling,Quinta da Lapa
US,,85.0,20.0,California,California,California Other,Chardonnay,Vin Vault
US,,85.0,18.0,California,California,California Other,Pinot Grigio,The Naked Grape
Portugal,Cabriz Bruto,85.0,11.0,Dão,,,Portuguese Sparkling,Global Wines
Portugal,Cal Monte da Cal,85.0,7.0,Alentejano,,,Portuguese Red,Global Wines
Portugal,Encontro Q do E Blanco Bruto Classico,85.0,8.0,Bairrada,,,Portuguese Sparkling,Global Wines
South Africa,,85.0,22.0,Stellenbosch,,,Chardonnay,Vergelegen
Argentina,Punto Final MLB,85.0,12.0,Mendoza Province,Mendoza,,Malbec,Bodega Renacer
South Africa,,85.0,10.0,Western Cape,,,Chenin Blanc,Essay
France,Héritages,85.0,16.0,Rhône Valley,Côtes du Rhône,,Rhône-style White Blend,Ogier
US,Limited Release X Clones,85.0,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Charles Krug
South Africa,,85.0,15.0,Simonsberg-Paarl,,,Sauvignon Blanc,Noble Hill
France,Les Petits Clément Syrah Braucol,85.0,16.0,Southwest France,Côtes du Tarn,,Rosé,Château Clément Termes
France,La Fleur Lily Semi-Dry,85.0,12.0,Southwest France,Côtes de Bergerac,,Bordeaux-style White Blend,Domaine de Grange Neuve
France,La Galope,85.0,15.0,Southwest France,Côtes de Gascogne,,Chardonnay,Domaine de l'Herré
Portugal,Pé Tinto,85.0,10.0,Portuguese Table Wine,,,Portuguese Red,Herdade do Esporão
Portugal,Monte da Cal Colheita Seleccionada,85.0,9.0,Alentejano,,,Portuguese Red,Global Wines
France,,85.0,12.0,Burgundy,Coteaux Bourguignons,,White Blend,Pierre Gruber
US,,85.0,30.0,California,Russian River Valley,Sonoma,Chardonnay,Thomas George
Italy,Cà de' Rocchi,85.0,,Veneto,Soave,,Garganega,Tinazzi
Germany,Niersteiner Hipping vom Rottligenden  Spätlese Trocken,91.0,17.0,Rheinhessen,,,Riesling,Weingut Georg Albrecht Schneider
US,Mark VI,91.0,65.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
Italy,Dut'Un,91.0,,Northeastern Italy,Venezia Giulia,,White Blend,Vie di Romans
US,,91.0,32.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Thistle
France,Côte du Py,91.0,24.0,Beaujolais,Morgon,,Gamay,Trenel Fils
Portugal,Companhia daz Lezirias Reserva Tinto,91.0,35.0,Tejo,,,Portuguese Red,Wines & Winemakers
Portugal,Monte da Baía Reserva,91.0,17.0,Península de Setúbal,,,Portuguese Red,Wines & Winemakers
Portugal,Abreu Callado Reserva,91.0,22.0,Alentejano,,,Portuguese Red,Wines & Winemakers
US,Estate 25th Anniversary,91.0,36.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,McIntyre Vineyards
US,Van Ness Vineyard,91.0,43.0,California,Alexander Valley,Sonoma,Syrah,Palmeri
Portugal,Reserva,91.0,28.0,Douro,,,Portuguese Red,Quinta do Portal
Portugal,Reserva,91.0,75.0,Douro,,,Portuguese Red,Quinta Nova de Nossa Senhora do Carmo
Germany,Single Vineyard Series Spätlese,91.0,20.0,Mosel,,,Riesling,Emil Reichart
Portugal,Mythos,91.0,30.0,Tejo,,,Portuguese Red,Casal da Coelheira
France,,91.0,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Quinault L'Enclos
France,Réserve Louis Leyre-Loup,91.0,,Beaujolais,Morgon,,Gamay,Domaine de Leyre-Loup
Germany,Trocken,91.0,24.0,Württemberg,,,Lemberger,Grafen Neipperg
Chile,Auma Los Lingues,91.0,100.0,Colchagua Valley,,,Red Blend,Koyle
Chile,Lien,91.0,30.0,Colchagua Valley,,,Red Blend,Maquis
Italy,Demesse Vecchie,91.0,26.0,Lombardy,Lugana,,Turbiana,Olivini
US,Heather's Vineyard,91.0,65.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
Chile,Toknar,91.0,100.0,Aconcagua Valley,,,Petit Verdot,Von Siebenthal
Italy,Insoglio del Cinghiale,91.0,30.0,Tuscany,Toscana,,Red Blend,Campo di Sasso
Portugal,Drink & Dream D+D,91.0,,Douro,,,Portuguese Red,Emilio Moro
US,Keefer Ranch,91.0,48.0,California,Russian River Valley,Sonoma,Pinot Noir,Failla
Portugal,Ikon,91.0,,Tejo,,,Portuguese White,Fiuza
Portugal,Reserva,91.0,26.0,Alentejano,,,Petite Verdot,Herdade das Servas
Portugal,Ciconia,91.0,,Alentejano,,,Touriga Nacional,Herdade de São Miguel
Portugal,Domini,91.0,16.0,Douro,,,Portuguese Red,José Maria da Fonseca
US,Van Der Kamp Vineyard,91.0,42.0,California,Sonoma Mountain,Sonoma,Pinot Noir,La Follette
Italy,Bricco delle Viole,88.0,60.0,Piedmont,Barolo,,Nebbiolo,460 Casina Bric
Italy,,88.0,56.0,Piedmont,Barolo,,Nebbiolo,Anna Maria Abbona
US,,88.0,19.0,Oregon,Umpqua Valley,Southern Oregon,Pinot Noir,River's Edge
US,,88.0,21.0,California,Napa Valley,Napa,Merlot,Robert Mondavi
US,Rosé,88.0,20.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Stoller
US,,88.0,25.0,Virginia,Virginia,,Cabernet Franc,Tarara
US,Adagio,88.0,72.0,Virginia,Virginia,,Bordeaux-style Red Blend,The Williamsburg Winery
Argentina,Broquel,88.0,18.0,Other,Cafayate,,Torrontés,Trapiche
US,Paradiso,88.0,70.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,V. Sattui
Argentina,Reserva,88.0,29.0,Other,Alto Valle del Río Negro,,Cabernet Franc,Verum
Portugal,Colheita,88.0,35.0,Dão,,,Portuguese Red,Vinha Paz
Bulgaria,Veni Vidi Vici,88.0,10.0,Thracian Valley,,,Pinot Noir,Vini
US,,88.0,26.0,California,Amador County,Sierra Foothills,Mourvèdre,Winery by the Creek
Italy,,88.0,28.0,Piedmont,Barolo,,Nebbiolo,Natale Verga
Argentina,Estate Bottled,88.0,12.0,Other,Cafayate,,Torrontés,Quara
Australia,,88.0,25.0,South Australia,Eden Valley,,Chardonnay,Heggies Vineyard
US,,88.0,19.0,Virginia,Virginia,,Merlot,North Gate
Croatia,P9,88.0,27.0,North Dalmatia,,,Posip,Bibich
US,,88.0,12.0,California,Lodi,Central Valley,Zinfandel,Castle Rock
France,,88.0,15.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Château Peugeais
Romania,La Umbra,88.0,9.0,Dealurile Munteniei,,,Pinot Noir,Cramele Halewood
US,,88.0,22.0,California,Santa Barbara County,Central Coast,Chardonnay,Deep Sea
France,,88.0,37.0,Loire Valley,Sancerre,,Sauvignon Blanc,Domaine Vacheron
US,,88.0,19.0,California,Napa Valley,Napa,Fumé Blanc,Robert Mondavi
France,Eclat de Fraîcheur,88.0,,Loire Valley,Sancerre,,Sauvignon Blanc,Roger et Didier Raimbault
Italy,Audace Riserva,88.0,,Piedmont,Barolo,,Nebbiolo,Sarotto
US,Heritage Reserve,88.0,40.0,California,Carneros,Napa-Sonoma,Pinot Noir,Schug
Italy,Chirlet,88.0,,Piedmont,Barolo,,Nebbiolo,Simone Scaletta
US,Pommard Clone Dierberg Vineyard,88.0,70.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Tantara
US,Nola,87.0,34.0,California,Santa Ynez Valley,Central Coast,Merlot,Sevtap
US,Zig-A-Zig-Ahh,87.0,38.0,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Sevtap
US,,87.0,14.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Sheldrake Point
US,Howling Wolfe,87.0,20.0,Washington,Horse Heaven Hills,Columbia Valley,Zinfandel,Thurston Wolfe
US,Estate,87.0,30.0,Washington,Naches Heights,Columbia Valley,Nebbiolo,Wilridge
US,Cassango,87.0,40.0,New York,Long Island,Long Island,Cabernet Sauvignon,Wölffer
Spain,Cuvée,87.0,15.0,Levante,Jumilla,,Monastrell,Finca Hispana
France,,87.0,20.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Chantemerle
France,,87.0,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château de Bensse
US,,87.0,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Chateau Lafayette Reneau
France,,87.0,35.0,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Lalaudey
France,,87.0,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Mancèdre
France,,87.0,20.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Peyfaures
US,Single Vineyard,87.0,23.0,Idaho,,,Syrah,3 Horse Ranch Vineyards
US,,87.0,24.0,California,Anderson Valley,Mendocino/Lake Counties,Riesling,Balo
US,,87.0,16.0,California,Santa Barbara County,Central Coast,Chardonnay,Byron
Italy,Borgeri,87.0,24.0,Tuscany,Bolgheri,,White Blend,Giorgio Meletti Cavallari
US,Mountain Cuvée,87.0,20.0,California,Sonoma County,Sonoma,Bordeaux-style Red Blend,Gundlach Bundschu
US,,87.0,12.0,California,California,California Other,White Blend,Kitchen Sink
US,Hobbit Hollow Farm Dry,87.0,20.0,New York,Finger Lakes,Finger Lakes,Riesling,Heron Hill
US,Cold Creek Vineyard,87.0,28.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Chateau Ste. Michelle
France,,87.0,27.0,Bordeaux,Listrac-Médoc,,Bordeaux-style Red Blend,Château Vieux Moulin
US,The Whip,87.0,22.0,California,Livermore Valley,Central Coast,White Blend,Murrieta's Well
US,,87.0,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Northstar
US,Estate,87.0,28.0,California,Santa Clara Valley,Central Coast,Roussanne,Sarah's Vineyard
US,,87.0,25.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stickybeak
US,Port,87.0,40.0,Washington,Yakima Valley,Columbia Valley,Touriga Nacional,Patterson
US,Three Vineyards,87.0,18.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Pedroncelli
Italy,,87.0,23.0,Tuscany,Maremma Toscana,,Sangiovese,Perazzeta
US,,87.0,14.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Waterbrook
Spain,Crianza,90.0,15.0,Northern Spain,Rioja,,Tempranillo,Palacio del Burgo
US,,90.0,26.0,California,Lake County,Mendocino/Lake Counties,Sauvignon Blanc,Passaggio
Spain,Crianza,90.0,20.0,Northern Spain,Rioja,,Tempranillo Blend,Rioja Vega
US,,90.0,20.0,California,Mendocino County,Mendocino/Lake Counties,Cabernet Sauvignon,Sketchbook
US,Anna's Vineyard Reserve,90.0,50.0,California,Adelaida District,Central Coast,Mourvèdre,Adelaida Cellars
Italy,Aquilae Bio,90.0,,Sicily & Sardinia,Terre Siciliane,,Grillo,CVA Canicattì
France,,90.0,,Burgundy,Marsannay,,Chardonnay,Domaine Collotte
France,Clos du Roy Premier Cru,90.0,56.0,Burgundy,Mercurey,,Pinot Noir,Domaine Faiveley
France,Champ Salomon,90.0,,Burgundy,Marsannay,,Pinot Noir,Domaine René Bouvier
US,Flower & VIne,90.0,42.0,California,Santa Barbara County,Central Coast,Grenache,Casa Dumetz
Chile,Gran Reserva,90.0,27.0,Cachapoal Valley,,,Syrah,Rios de Chile
Germany,Kabinett,90.0,30.0,Rheingau,,,Riesling,Robert Weil
US,Amuse Shandon Hills Vineyard Methode Ancestrale,90.0,28.0,California,Central Coast,Central Coast,Chardonnay,Scar of the Sea
US,,90.0,32.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Adelsheim
France,Les Terres Rouges,90.0,35.0,Alsace,Alsace,,Pinot Noir,Boeckel
Germany,Perlwein Trocken,90.0,19.0,Rheinhessen,,,Müller-Thurgau,Fritz Müller
France,Les Teurons Premier Cru,90.0,70.0,Burgundy,Beaune,,Pinot Noir,Nicolas Potel
US,Redwood Ranch,90.0,25.0,California,Alexander Valley,Sonoma,Sauvignon Blanc,Ousterhout
US,,90.0,40.0,California,Napa Valley,Napa,Syrah,Peju
US,Tonella Vineyard,90.0,90.0,California,Rutherford,Napa,Cabernet Sauvignon,Sequoia Grove
US,Buena Tierra Vineyard,90.0,45.0,California,Russian River Valley,Sonoma,Chardonnay,Sleeping Giant
US,,90.0,19.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Sokol Blosser
US,Estate,90.0,25.0,California,San Luis Obispo County,Central Coast,Gewürztraminer,Stolo
,Askitikos,90.0,17.0,,,,Assyrtiko,Tsililis
France,,90.0,15.0,Alsace,Alsace,,Pinot Blanc,Jean-Marc Bernhard
France,H Vieilles Vignes,90.0,45.0,Alsace,Alsace,,Pinot Auxerrois,Josmeyer
France,Mise du Printemps,90.0,21.0,Alsace,Alsace,,Pinot Blanc,Josmeyer
US,Whole Cluster,90.0,22.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
US,Signature Series,90.0,56.0,California,Paso Robles,Central Coast,Cabernet Franc,Chateau Margene
Slovenia,Estate Bottled,90.0,15.0,Goriska Brda,,,Ribolla Gialla,Colliano
Italy,dei Togati,90.0,,Tuscany,Brunello di Montalcino,,Sangiovese,La Togata
Italy,,90.0,70.0,Tuscany,Brunello di Montalcino,,Sangiovese,Le Macioche
US,Rosella's Vineyard,90.0,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Loring Wine Company
